year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,release_date,user_reviews,critic_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_nominated,Oscar_nominated_categories,Golden_Globes_won,Golden_Globes_won_categories,Golden_Globes_nominated,Golden_Globes_nominated_categories,BAFTA_won,BAFTA_won_categories,BAFTA_nominated,BAFTA_nominated_categories,Screen_Actors_Guild_won,Screen_Actors_Guild_won_categories,Screen_Actors_Guild_nominated,Screen_Actors_Guild_nominated_categories,Critics_Choice_won,Critics_Choice_won_categories,Critics_Choice_nominated,Critics_Choice_nominated_categories,Directors_Guild_won,Directors_Guild_won_categories,Directors_Guild_nominated,Directors_Guild_nominated_categories,Producers_Guild_won,Producers_Guild_won_categories,Producers_Guild_nominated,Producers_Guild_nominated_categories,Art_Directors_Guild_won,Art_Directors_Guild_won_categories,Art_Directors_Guild_nominated,Art_Directors_Guild_nominated_categories,Writers_Guild_won,Writers_Guild_won_categories,Writers_Guild_nominated,Writers_Guild_nominated_categories,Costume_Designers_Guild_won,Costume_Designers_Guild_won_categories,Costume_Designers_Guild_nominated,Costume_Designers_Guild_nominated_categories,Online_Film_Television_Association_won,Online_Film_Television_Association_won_categories,Online_Film_Television_Association_nominated,Online_Film_Television_Association_nominated_categories,Online_Film_Critics_Society_won,Online_Film_Critics_Society_won_categories,Online_Film_Critics_Society_nominated,Online_Film_Critics_Society_nominated_categories,People_Choice_won,People_Choice_won_categories,People_Choice_nominated,People_Choice_nominated_categories,London_Critics_Circle_Film_won,London_Critics_Circle_Film_won_categories,London_Critics_Circle_Film_nominated,London_Critics_Circle_Film_nominated_categories,American_Cinema_Editors_won,American_Cinema_Editors_won_categories,American_Cinema_Editors_nominated,American_Cinema_Editors_nominated_categories,Hollywood_Film_won,Hollywood_Film_won_categories,Hollywood_Film_nominated,Hollywood_Film_nominated_categories,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_won_categories,Austin_Film_Critics_Association_nominated,Austin_Film_Critics_Association_nominated_categories,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_won_categories,Denver_Film_Critics_Society_nominated,Denver_Film_Critics_Society_nominated_categories,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_won_categories,Boston_Society_of_Film_Critics_nominated,Boston_Society_of_Film_Critics_nominated_categories,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_won_categories,New_York_Film_Critics_Circle_nominated,New_York_Film_Critics_Circle_nominated_categories,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_won_categories,Los_Angeles_Film_Critics_Association_nominated,Los_Angeles_Film_Critics_Association_nominated_categories,release_date.year,release_date.month,release_date.day-of-month,release_date.day-of-week
2004,EuroTrip,tt0356150,R,93,Comedy,6.6,45,"Dumped by his girlfriend, a high school grad decides to embark on an overseas adventure in Europe with his friends.",165885,17720000,2004-02-20,317,92,795,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,2,20,5
2004,A Cinderella Story,tt0356470,PG,95,Comedy|Family|Romance,5.9,25,"Routinely exploited by her wicked stepmother, the downtrodden Sam Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",65358,51430000,2004-07-16,234,68,927,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,7,16,5
2005,The Family Stone,tt0356680,PG-13,103,Comedy|Drama|Romance,6.3,56,"An uptight, conservative businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.",50844,6060000,2005-12-16,477,141,1889,1,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,1,Best Performance by an Actress in a Motion Picture - Comedy or Musical,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Edited Feature Film - Comedy or Musical,1,Breakthrough Actress,1,Breakthrough Actress,0,,0,,0,,0,,0,,0,,0,,1,Best Supporting Actress,0,,0,,2005,12,16,5
2005,Mr. & Mrs. Smith,tt0356910,PG-13,120,Action|Comedy|Crime,6.5,55,A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other.,361385,186340000,2005-06-10,803,230,1582,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Excellence in Contemporary Film,0,,0,,0,,0,,0,,1,Favorite On-Screen Match-Up,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2005,6,10,5
2004,Anchorman: The Legend of Ron Burgundy,tt0357413,PG-13,94,Comedy,7.2,63,"Ron Burgundy is San Diego's top-rated newsman in the male-dominated broadcasting of the 1970s, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor.",275291,84140000,2004-07-09,579,180,1695,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Favorite Movie Comedy,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,7,9,5
2005,Robots,tt0358082,PG,91,Animation|Adventure|Comedy,6.3,64,"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.",106559,128200000,2005-03-11,271,162,2008,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Outstanding Producer of Animated Theatrical Motion Pictures,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Animated Feature,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2005,3,11,5
2005,Walk the Line,tt0358273,PG-13,136,Biography|Drama|Music,7.9,72,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",192695,119520000,2005-11-18,815,288,694,17,27,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,5,Best Achievement in Sound Mixing|Best Achievement in Costume Design|Best Achievement in Film Editing|Best Performance by an Actor in a Leading Role|Best Performance by an Actress in a Leading Role,3,Best Motion Picture - Comedy or Musical|Best Performance by an Actress in a Motion Picture - Comedy or Musical|Best Performance by an Actor in a Motion Picture - Comedy or Musical,3,Best Motion Picture - Comedy or Musical|Best Performance by an Actress in a Motion Picture - Comedy or Musical|Best Performance by an Actor in a Motion Picture - Comedy or Musical,2,Best Sound|Best Performance by an Actress in a Leading Role,4,Best Performance by an Actor in a Leading Role||Best Sound|Best Performance by an Actress in a Leading Role,1,Outstanding Performance by a Female Actor in a Leading Role,2,Outstanding Performance by a Male Actor in a Leading Role|Outstanding Performance by a Female Actor in a Leading Role,2,Best Soundtrack|Best Actress,4,Best Actor|Best Picture|Best Soundtrack|Best Actress,0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,1,Contemporary Film,1,Contemporary Film,0,,0,,0,,1,Excellence in Period Film,2,"Best Music, Adapted Song|Best Actress",4,"Best Casting|Best Actor|Best Music, Adapted Song|Best Actress",1,Best Actress,2,Best Actor|Best Actress,0,,0,,0,,0,,1,Best Edited Feature Film - Comedy or Musical,1,Best Edited Feature Film - Comedy or Musical,1,Actor of the Year,1,Actor of the Year,1,Best Actress,1,Best Actress,0,,0,,1,Best Actress,1,Best Actress,1,Best Actress,1,Best Actress,0,,0,,2005,11,18,5
2013,The Secret Life of Walter Mitty,tt0359950,PG,114,Adventure|Comedy|Drama,7.3,54,"When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined.",244276,58230000,2013-12-25,519,363,1011,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Excellence in Contemporary Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2013,12,25,3
2005,Constantine,tt0360486,R,121,Drama|Fantasy|Horror,6.9,50,"Supernatural detective John Constantine helps a policewoman prove her sister's death was not a suicide, but something more.",242257,75500000,2005-02-18,1012,284,1697,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2005,2,18,5
2005,King Kong,tt0360717,PG-13,187,Action|Adventure|Drama,7.2,81,"After a movie crew travel to a mysterious island to shoot their picture, they encounter a giant and furious gorilla who takes their leading actress and form a special relationship with her, protecting the beautiful lady at all costs.",323522,218050000,2005-12-14,2624,446,940,7,27,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,Best Achievement in Art Direction|Best Achievement in Visual Effects|Best Achievement in Sound Editing|Best Achievement in Sound Mixing,0,,2,Best Original Score - Motion Picture|Best Director - Motion Picture,1,Best Achievement in Special Visual Effects,3,Best Sound|Best Production Design|Best Achievement in Special Visual Effects,0,,0,,0,,2,Best Director|Best Picture,0,,0,,0,,0,,0,,1,Period or Fantasy Film,0,,0,,0,,0,,4,Best Visual Effects|Best Sound Effects Editing|Best Sound Mixing|Best Production Design,12,"Best Official Film Website|Best Cinematic Moment|Best Titles Sequence|Best Makeup and Hairstyling|Best Costume Design|Best Cinematography|Best Music, Original Score|Best Actress|Best Visual Effects|Best Sound Effects Editing|Best Sound Mixing|Best Production Design",0,,3,Best Original Score|Best Actress|Best Director,0,,0,,1,Actress of the Year,3,Director of the Year|Film of the Year|Actress of the Year,0,,0,,1,Production Designer of the Year,1,Production Designer of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2005,12,14,3
2009,Inglourious Basterds,tt0361748,R,153,Adventure|Drama|War,8.3,69,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",928117,120520000,2009-08-21,1546,492,200,26,64,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,8,Best Achievement in Sound Editing|Best Achievement in Sound Mixing|Best Achievement in Film Editing|Best Achievement in Cinematography|Best Original Screenplay|Best Achievement in Directing|Best Motion Picture of the Year|Best Performance by an Actor in a Supporting Role,1,Best Performance by an Actor in a Supporting Role in a Motion Picture,4,Best Screenplay - Motion Picture|Best Director - Motion Picture|Best Motion Picture - Drama|Best Performance by an Actor in a Supporting Role in a Motion Picture,1,Best Supporting Actor,6,Best Director|Best Production Design|Best Editing|Best Cinematography|Best Screenplay - Original|Best Supporting Actor,2,Outstanding Performance by a Cast in a Motion Picture|Outstanding Performance by a Male Actor in a Supporting Role,3,Outstanding Performance by a Female Actor in a Supporting Role|Outstanding Performance by a Cast in a Motion Picture|Outstanding Performance by a Male Actor in a Supporting Role,3,"Best Acting Ensemble|Best Screenplay, Original|Best Supporting Actor",10,"Best Action Movie|Best Costume Design|Best Art Direction|Best Editing|Best Cinematography|Best Director|Best Picture|Best Acting Ensemble|Best Screenplay, Original|Best Supporting Actor",0,,1,Outstanding Directorial Achievement in Motion Pictures,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Period Film,0,,0,,0,,0,,4,Best Casting|Best Ensemble|Best Breakthrough Performance - Male|Best Supporting Actor,15,"Best Cinematic Moment|Best Cinematic Moment|Best Sound Mixing|Best Costume Design|Best Production Design|Best Cinematography|Best Film Editing|Best Writing, Screenplay Written Directly for the Screen|Best Director|Best Supporting Actress|Best Picture|Best Casting|Best Ensemble|Best Breakthrough Performance - Male|Best Supporting Actor",4,Best Cinematography|Best Original Screenplay|Best Supporting Actor|Best Actress,8,Best Editing|Best Director|Best Supporting Actress|Best Picture|Best Cinematography|Best Original Screenplay|Best Supporting Actor|Best Actress,1,Favorite Independent Movie,1,Favorite Independent Movie,1,Actor of the Year,1,Actor of the Year,0,,0,,1,Best Supporting Actor,1,Best Supporting Actor,3,Best Original Screenplay|Best Supporting Actor|Best Actress,4,Best Film|Best Original Screenplay|Best Supporting Actor|Best Actress,2,Best Original Screenplay|Best Supporting Actor,3,Best Director|Best Original Screenplay|Best Supporting Actor,1,Best Supporting Actor,1,Best Supporting Actor,1,Best Supporting Actor,3,Best Screenplay|Best Director|Best Supporting Actor,1,Best Supporting Actor,1,Best Supporting Actor,2009,8,21,5
2004,The Terminal,tt0362227,PG-13,128,Comedy|Drama|Romance,7.3,55,"An eastern immigrant finds himself stranded in JFK airport, and must take up temporary residence there.",315946,77030000,2004-06-18,608,152,1570,2,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Contemporary Film,1,Contemporary Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Casting Director of the Year,1,Casting Director of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,6,18,5
2004,Kinsey,tt0362269,R,118,Biography|Drama|Romance,7.1,79,"A look at the life of Alfred Kinsey, a pioneer in the area of human sexuality research, whose 1948 publication ""Sexual Behavior in the Human Male"" was one of the first recorded works that saw science address sexual behavior.",43265,10210000,2005-01-07,205,189,4848,1,21,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,1,Best Performance by an Actress in a Supporting Role,0,,3,Best Motion Picture - Drama|Best Performance by an Actress in a Supporting Role in a Motion Picture|Best Performance by an Actor in a Motion Picture - Drama,0,,0,,0,,1,Outstanding Performance by a Female Actor in a Supporting Role,0,,4,Best Writer|Best Supporting Actress|Best Supporting Actor|Best Picture,0,,0,,0,,0,,0,,0,,0,,1,Best Original Screenplay,0,,0,,0,,6,"Best Writing, Screenplay Written Directly for the Screen|Best Casting|Best Ensemble|Best Supporting Actress|Best Supporting Actor|Best Actor",0,,2,Best Supporting Actress|Best Supporting Actor,0,,0,,0,,2,British Actor of the Year|Actress of the Year,0,,1,Best Edited Feature Film - Dramatic,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Actor,1,Best Actor,2005,1,7,5
2004,The Life Aquatic with Steve Zissou,tt0362270,R,119,Adventure|Comedy|Drama,7.3,62,"With a plan to exact revenge on a mythical shark that killed his partner, oceanographer Steve Zissou rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son.",144255,24010000,2004-12-25,635,261,1446,1,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Acting Ensemble,0,,0,,0,,0,,0,,1,Contemporary Film,0,,0,,1,Excellence in Contemporary Film,1,Excellence in Contemporary Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Ensemble Cast,0,,0,,0,,0,,2004,12,25,6
2004,Downfall,tt0363163,R,156,Biography|Drama|History,8.3,82,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",259483,5500000,2005-04-08,566,199,877,4,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Foreign Language Film,2,Best Cinematic Moment|Best Foreign Language Film,1,Best Foreign Language Film,1,Best Foreign Language Film,0,,0,,2,Foreign Language Film of the Year|Actor of the Year,3,Screenwriter of the Year|Foreign Language Film of the Year|Actor of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2005,4,8,5
2004,Dawn of the Dead,tt0363547,R,101,Action|Horror|Thriller,7.4,59,"A nurse, a policeman, a young married couple, a salesman, and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.",199440,58890000,2004-03-19,1062,286,1575,0,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,Best Official Film Website|Best Titles Sequence|Best Makeup and Hairstyling,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,3,19,5
2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",tt0363771,PG,143,Adventure|Family|Fantasy,6.9,75,Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.,297403,291710000,2005-12-09,1467,282,618,5,16,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,Best Achievement in Visual Effects|Best Achievement in Sound Mixing|Best Achievement in Makeup,0,,2,Best Original Score - Motion Picture|Best Original Song - Motion Picture,1,Best Make Up/Hair,3,Best Achievement in Special Visual Effects|Best Costume Design|Best Make Up/Hair,0,,0,,1,Best Family Film (Live Action),2,Best Young Actress|Best Family Film (Live Action),0,,0,,0,,0,,0,,0,,0,,0,,1,Excellence in Fantasy Film,1,Excellence in Fantasy Film,0,,3,Best Makeup and Hairstyling|Best Youth Performance|Best Voice-Over Performance,0,,1,Best Breakthrough Performance,0,,0,,0,,2,British Supporting Actress of the Year|British Supporting Actor of the Year,0,,0,,2,Make-Up of the Year|Composer of the Year,2,Make-Up of the Year|Composer of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2005,12,9,5
2004,Taking Lives,tt0364045,R,103,Crime|Mystery|Thriller,6.2,38,An FBI profiler is called in by French Canadian police to catch a serial killer who takes on the identity of each new victim.,66966,32680000,2004-03-19,313,142,1610,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,3,19,5
2004,Dodgeball: A True Underdog Story,tt0364725,PG-13,92,Comedy|Sport,6.7,55,A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.,190410,114320000,2004-06-18,393,191,1297,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,6,18,5
2005,Syriana,tt0365737,R,128,Drama|Thriller,7.0,76,A politically charged epic about the state of the oil industry in the hands of those personally involved and affected by it.,112008,50820000,2005-12-09,627,356,2877,3,13,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,2,Best Original Screenplay|Best Performance by an Actor in a Supporting Role,1,Best Performance by an Actor in a Supporting Role in a Motion Picture,2,Best Original Score - Motion Picture|Best Performance by an Actor in a Supporting Role in a Motion Picture,0,,1,Best Performance by an Actor in a Supporting Role,0,,1,Outstanding Performance by a Male Actor in a Supporting Role,0,,2,Best Acting Ensemble|Best Supporting Actor,0,,0,,0,,0,,0,,1,Contemporary Film,0,,1,Best Adapted Screenplay,0,,1,Excellence in Contemporary Film,0,,1,Best Supporting Actor,0,,0,,0,,0,,0,,0,,0,,0,,1,Casting Director of the Year,1,Casting Director of the Year,0,,1,Best Film,0,,0,,1,Best Ensemble Cast,1,Best Ensemble Cast,0,,0,,0,,0,,2005,12,9,5
2006,Happy Feet,tt0366548,PG,108,Animation|Comedy|Family,6.5,77,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",138325,197990000,2006-11-17,549,203,2544,4,13,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Animated Feature Film of the Year,1,Best Original Song - Motion Picture,2,Best Animated Film|Best Original Song - Motion Picture,1,Best Animated Feature Film,2,Anthony Asquith Award for Film Music|Best Animated Feature Film,0,,0,,0,,2,Best Animated Feature|Best Soundtrack,0,,0,,0,,1,Outstanding Producer of Animated Theatrical Motion Pictures,0,,0,,0,,0,,0,,0,,0,,3,Best Voice-Over Performance|Best Voice-Over Performance|Best Animated Picture,0,,1,Best Animated Feature,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Animated Film,1,Best Animated Film,1,Best Animation,1,Best Animation,2006,11,17,5
2004,Harold & Kumar Go to White Castle,tt0366551,R,88,Adventure|Comedy,7.1,64,An Asian-American office worker and his Indian stoner friend embark on a quest to satisfy their desire for White Castle burgers.,158629,18230000,2004-07-30,316,150,1983,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,7,30,5
2005,The Squid and the Whale,tt0367089,R,81,Comedy|Drama,7.4,82,Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.,61824,7360000,2005-12-16,235,122,,7,22,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,Best Original Screenplay,0,,3,Best Performance by an Actress in a Motion Picture - Comedy or Musical|Best Performance by an Actor in a Motion Picture - Comedy or Musical|Best Motion Picture - Comedy or Musical,0,,0,,0,,0,,0,,3,Best Writer|Best Young Actor|Best Young Actor,0,,0,,0,,0,,0,,0,,0,,1,Best Original Screenplay,0,,0,,1,Best Youth Performance,5,"Best Music, Adapted Song|Best Writing, Screenplay Written Directly for the Screen|Best Ensemble|Best Breakthrough Performance - Male|Best Youth Performance",1,Best Breakthrough Performance,2,Best Original Screenplay|Best Breakthrough Performance,0,,0,,0,,2,Screenwriter of the Year|Actor of the Year,0,,0,,0,,0,,3,Most Promising Filmmaker|Best Original Screenplay|Best Supporting Actress,4,Best Film|Most Promising Filmmaker|Best Original Screenplay|Best Supporting Actress,0,,0,,0,,0,,1,Best Screenplay,1,Best Screenplay,1,Best Screenplay,1,Best Screenplay,2005,12,16,5
2005,Charlie and the Chocolate Factory,tt0367594,PG,115,Adventure|Comedy|Family,6.7,72,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",333750,206460000,2005-07-15,1363,272,607,3,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Costume Design,0,,1,Best Performance by an Actor in a Motion Picture - Comedy or Musical,1,,6,Best Make Up/Hair|Best Achievement in Special Visual Effects|Best Costume Design|Best Production Design|Best Feature Film|,0,,0,,1,Best Young Actor,2,Best Family Film (Live Action)|Best Young Actor,0,,0,,0,,0,,0,,1,Period or Fantasy Film,0,,0,,0,,1,Excellence in Fantasy Film,0,,3,"Best Titles Sequence|Best Production Design|Best Music, Original Score",0,,0,,1,Favorite Family Movie,1,Favorite Family Movie,0,,1,Actor of the Year,0,,1,Best Edited Feature Film - Comedy or Musical,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2005,7,15,5
2008,Indiana Jones and the Kingdom of the Crystal Skull,tt0367882,PG-13,122,Action|Adventure|Fantasy,6.2,65,"Famed archaeologist/adventurer Dr. Henry ""Indiana"" Jones is called back into action when he becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.",344036,317010000,2008-05-22,2060,472,660,0,9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,1,Best Special Visual Effects,0,,1,Outstanding Performance by a Stunt Ensemble in a Motion Picture,0,,2,Favorite Film Franchise|Best Action Movie,0,,0,,0,,0,,0,,1,Fantasy Film,0,,0,,0,,0,,0,,1,Best Visual Effects,0,,0,,0,,3,Favorite On-Screen Match-Up|Favorite Action Movie|Favorite Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2008,5,22,4
2003,The Room,tt0368226,R,99,Drama,3.5,,"Johnny is a successful banker who lives happily in a San Francisco townhouse with his fiancée, Lisa. One day, inexplicably, she gets bored of him and decides to seduce Johnny's best friend, Mark. From there, nothing will be the same again.",32502,,2004-03-03,324,70,990,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,3,3,3
2004,The Village,tt0368447,PG-13,108,Drama|Mystery|Thriller,6.5,44,A series of events tests the beliefs of a small isolated countryside village.,198455,114200000,2004-07-30,2009,262,442,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,"Best Achievement in Music Written for Motion Pictures, Original Score",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Breakthrough Performance - Female,0,,1,Best Breakthrough Performance,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,7,30,5
